State ,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Telangana,NIRMAL,Moong(Green Gram),2019,Kharif     ,922,744,0.81
Telangana,NIRMAL,Moong(Green Gram),2019,Rabi       ,59,56,0.95
Telangana,NIZAMABAD,Moong(Green Gram),2013,Kharif     ,6789,5221,0.77
Telangana,NIZAMABAD,Moong(Green Gram),2013,Rabi       ,556,517,0.93
Telangana,NIZAMABAD,Moong(Green Gram),2014,Kharif     ,5761,1895,0.33
Telangana,NIZAMABAD,Moong(Green Gram),2014,Rabi       ,891,525,0.59
Telangana,NIZAMABAD,Moong(Green Gram),2015,Kharif     ,5018,1566,0.31
Telangana,NIZAMABAD,Moong(Green Gram),2015,Rabi       ,924,714,0.77
Telangana,NIZAMABAD,Moong(Green Gram),2016,Kharif     ,688,590,0.86
Telangana,NIZAMABAD,Moong(Green Gram),2016,Rabi       ,375,339,0.9
Telangana,NIZAMABAD,Moong(Green Gram),2017,Kharif     ,453,289,0.64
Telangana,NIZAMABAD,Moong(Green Gram),2017,Rabi       ,256,213,0.83
Telangana,NIZAMABAD,Moong(Green Gram),2018,Kharif     ,364,229,0.63
Telangana,NIZAMABAD,Moong(Green Gram),2018,Rabi       ,243,230,0.95
Telangana,NIZAMABAD,Moong(Green Gram),2019,Kharif     ,110,87,0.79
Telangana,NIZAMABAD,Moong(Green Gram),2019,Rabi       ,80,76,0.95
Telangana,PEDDAPALLI,Moong(Green Gram),2016,Kharif     ,975,593,0.61
Telangana,PEDDAPALLI,Moong(Green Gram),2016,Rabi       ,242,219,0.9
Telangana,PEDDAPALLI,Moong(Green Gram),2017,Kharif     ,91,58,0.64
Telangana,PEDDAPALLI,Moong(Green Gram),2017,Rabi       ,28,23,0.82
Telangana,PEDDAPALLI,Moong(Green Gram),2018,Kharif     ,58,36,0.62
Telangana,PEDDAPALLI,Moong(Green Gram),2018,Rabi       ,227,215,0.95
Telangana,PEDDAPALLI,Moong(Green Gram),2019,Kharif     ,220,173,0.79
Telangana,PEDDAPALLI,Moong(Green Gram),2019,Rabi       ,43,41,0.95
Telangana,RAJANNA,Moong(Green Gram),2016,Kharif     ,1306,794,0.61
Telangana,RAJANNA,Moong(Green Gram),2016,Rabi       ,312,282,0.9
Telangana,RAJANNA,Moong(Green Gram),2017,Kharif     ,348,222,0.64
Telangana,RAJANNA,Moong(Green Gram),2017,Rabi       ,163,136,0.83
Telangana,RAJANNA,Moong(Green Gram),2018,Kharif     ,217,136,0.63
Telangana,RAJANNA,Moong(Green Gram),2018,Rabi       ,146,138,0.95
Telangana,RAJANNA,Moong(Green Gram),2019,Kharif     ,350,276,0.79
Telangana,RAJANNA,Moong(Green Gram),2019,Rabi       ,71,67,0.94
Telangana,RANGAREDDI,Moong(Green Gram),2013,Kharif     ,6378,5574,0.87
Telangana,RANGAREDDI,Moong(Green Gram),2014,Kharif     ,3965,2569,0.65
Telangana,RANGAREDDI,Moong(Green Gram),2015,Kharif     ,4874,2461,0.5
Telangana,RANGAREDDI,Moong(Green Gram),2015,Rabi       ,20,15,0.75
Telangana,RANGAREDDI,Moong(Green Gram),2016,Kharif     ,662,459,0.69
Telangana,RANGAREDDI,Moong(Green Gram),2016,Rabi       ,4,4,1
Telangana,RANGAREDDI,Moong(Green Gram),2017,Kharif     ,224,143,0.64
Telangana,RANGAREDDI,Moong(Green Gram),2017,Rabi       ,4,3,0.75
Telangana,RANGAREDDI,Moong(Green Gram),2018,Kharif     ,91,57,0.63
Telangana,RANGAREDDI,Moong(Green Gram),2019,Kharif     ,140,110,0.79
Telangana,SANGAREDDY,Moong(Green Gram),2016,Kharif     ,23733,16091,0.68
Telangana,SANGAREDDY,Moong(Green Gram),2017,Kharif     ,14611,11616,0.8
Telangana,SANGAREDDY,Moong(Green Gram),2018,Kharif     ,13017,9685,0.74
Telangana,SANGAREDDY,Moong(Green Gram),2019,Kharif     ,17863,14969,0.84
Telangana,SIDDIPET,Moong(Green Gram),2016,Kharif     ,959,650,0.68
Telangana,SIDDIPET,Moong(Green Gram),2016,Rabi       ,85,77,0.91
Telangana,SIDDIPET,Moong(Green Gram),2017,Kharif     ,567,362,0.64
Telangana,SIDDIPET,Moong(Green Gram),2017,Rabi       ,58,48,0.83
Telangana,SIDDIPET,Moong(Green Gram),2018,Kharif     ,314,198,0.63
Telangana,SIDDIPET,Moong(Green Gram),2018,Rabi       ,90,85,0.94
Telangana,SIDDIPET,Moong(Green Gram),2019,Kharif     ,587,463,0.79
Telangana,SIDDIPET,Moong(Green Gram),2019,Rabi       ,93,88,0.95
Telangana,SURYAPET,Moong(Green Gram),2016,Kharif     ,23876,9813,0.41
Telangana,SURYAPET,Moong(Green Gram),2016,Rabi       ,62,56,0.9
Telangana,SURYAPET,Moong(Green Gram),2017,Kharif     ,17712,9086,0.51
Telangana,SURYAPET,Moong(Green Gram),2018,Kharif     ,9589,4334,0.45
Telangana,SURYAPET,Moong(Green Gram),2018,Rabi       ,9,9,1
Telangana,SURYAPET,Moong(Green Gram),2019,Kharif     ,5634,3403,0.6
Telangana,SURYAPET,Moong(Green Gram),2019,Rabi       ,82,78,0.95
Telangana,VIKARABAD,Moong(Green Gram),2016,Kharif     ,9508,6589,0.69
Telangana,VIKARABAD,Moong(Green Gram),2017,Kharif     ,8360,4581,0.55
Telangana,VIKARABAD,Moong(Green Gram),2018,Kharif     ,7248,6299,0.87
Telangana,VIKARABAD,Moong(Green Gram),2019,Kharif     ,6860,5989,0.87
Telangana,WANAPARTHY,Moong(Green Gram),2016,Kharif     ,993,637,0.64
Telangana,WANAPARTHY,Moong(Green Gram),2016,Rabi       ,115,104,0.9
Telangana,WANAPARTHY,Moong(Green Gram),2017,Kharif     ,714,456,0.64
Telangana,WANAPARTHY,Moong(Green Gram),2017,Rabi       ,206,171,0.83
Telangana,WANAPARTHY,Moong(Green Gram),2018,Kharif     ,351,221,0.63
Telangana,WANAPARTHY,Moong(Green Gram),2018,Rabi       ,176,167,0.95
Telangana,WANAPARTHY,Moong(Green Gram),2019,Kharif     ,92,72,0.78
Telangana,WANAPARTHY,Moong(Green Gram),2019,Rabi       ,71,67,0.94
Telangana,WARANGAL,Moong(Green Gram),2013,Kharif     ,20505,17778,0.87
Telangana,WARANGAL,Moong(Green Gram),2013,Rabi       ,2240,2083,0.93
Telangana,WARANGAL,Moong(Green Gram),2014,Kharif     ,17717,10506,0.59
Telangana,WARANGAL,Moong(Green Gram),2014,Rabi       ,3290,1938,0.59
Telangana,WARANGAL,Moong(Green Gram),2015,Kharif     ,17226,11145,0.65
Telangana,WARANGAL,Moong(Green Gram),2015,Rabi       ,1950,1507,0.77
Telangana,WARANGAL,Moong(Green Gram),2016,Kharif     ,884,692,0.78
Telangana,WARANGAL,Moong(Green Gram),2016,Rabi       ,270,244,0.9
Telangana,WARANGAL,Moong(Green Gram),2017,Kharif     ,474,302,0.64
Telangana,WARANGAL,Moong(Green Gram),2017,Rabi       ,324,270,0.83
Telangana,WARANGAL,Moong(Green Gram),2018,Kharif     ,495,311,0.63
Telangana,WARANGAL,Moong(Green Gram),2018,Rabi       ,260,246,0.95
Telangana,WARANGAL,Moong(Green Gram),2019,Kharif     ,313,247,0.79
Telangana,WARANGAL,Moong(Green Gram),2019,Rabi       ,253,240,0.95
Telangana,YADADRI,Moong(Green Gram),2016,Kharif     ,961,395,0.41
Telangana,YADADRI,Moong(Green Gram),2016,Rabi       ,3,3,1
Telangana,YADADRI,Moong(Green Gram),2017,Kharif     ,330,211,0.64
Telangana,YADADRI,Moong(Green Gram),2017,Rabi       ,68,57,0.84
Telangana,YADADRI,Moong(Green Gram),2018,Kharif     ,397,250,0.63
Telangana,YADADRI,Moong(Green Gram),2018,Rabi       ,57,54,0.95
Telangana,YADADRI,Moong(Green Gram),2019,Kharif     ,435,343,0.79
Telangana,YADADRI,Moong(Green Gram),2019,Rabi       ,19,18,0.95
Telangana,ADILABAD,Moong(Green Gram),2015,Kharif     ,96812,96402,1
Telangana,ADILABAD,Moong(Green Gram),2015,Rabi       ,5816,4827,0.83
Telangana,KARIMNAGAR,Moong(Green Gram),2015,Kharif     ,9406,11949,1.27
Telangana,KARIMNAGAR,Moong(Green Gram),2015,Rabi       ,10467,11413,1.09
Telangana,KHAMMAM,Moong(Green Gram),2015,Kharif     ,4284,80928,18.89
Telangana,KHAMMAM,Moong(Green Gram),2015,Rabi       ,5421,13923,2.57
Telangana,MAHBUBNAGAR,Moong(Green Gram),2015,Kharif     ,54972,28802,0.52
Telangana,MAHBUBNAGAR,Moong(Green Gram),2015,Rabi       ,71967,115221,1.6
Telangana,MEDAK,Moong(Green Gram),2015,Kharif     ,26640,24995,0.94
Telangana,MEDAK,Moong(Green Gram),2015,Rabi       ,8467,9751,1.15
Telangana,NALGONDA,Moong(Green Gram),2015,Kharif     ,3409,6032,1.77
Telangana,NALGONDA,Moong(Green Gram),2015,Rabi       ,9147,9558,1.04
Telangana,NIZAMABAD,Moong(Green Gram),2015,Kharif     ,109591,116932,1.07
Telangana,NIZAMABAD,Moong(Green Gram),2015,Rabi       ,8561,6680,0.78
Telangana,RANGAREDDI,Moong(Green Gram),2015,Kharif     ,2110,1689,0.8
Telangana,RANGAREDDI,Moong(Green Gram),2015,Rabi       ,3840,4456,1.16
Telangana,WARANGAL,Moong(Green Gram),2015,Kharif     ,5237,6556,1.25
Telangana,WARANGAL,Moong(Green Gram),2015,Rabi       ,17369,28734,1.65
Telangana,ADILABAD,Onion,2013,Rabi       ,407,13568,33.34
Telangana,ADILABAD,Onion,2014,Kharif     ,9,140,15.56
Telangana,ADILABAD,Onion,2014,Rabi       ,366,9997,27.31
Telangana,ADILABAD,Onion,2015,Kharif     ,5,71,14.2
Telangana,ADILABAD,Onion,2015,Rabi       ,443,13354,30.14
Telangana,ADILABAD,Onion,2016,Kharif     ,4,60,15
Telangana,ADILABAD,Onion,2016,Rabi       ,47,1544,32.85
Telangana,ADILABAD,Onion,2017,Kharif     ,1,18,18
Telangana,ADILABAD,Onion,2017,Rabi       ,53,1927,36.36
Telangana,ADILABAD,Onion,2018,Kharif     ,1,13,13
Telangana,ADILABAD,Onion,2018,Rabi       ,74,2157,29.15
Telangana,ADILABAD,Onion,2019,Kharif     ,1,22,22
Telangana,ADILABAD,Onion,2019,Rabi       ,14,480,34.29
Telangana,BHADRADRI,Onion,2016,Rabi       ,4,131,32.75
Telangana,BHADRADRI,Onion,2017,Rabi       ,2,73,36.5
Telangana,"HANUMAKONDA
",Onion,2016,Rabi       ,102,3350,32.84
Telangana,"HANUMAKONDA
",Onion,2017,Kharif     ,8,147,18.38
Telangana,"HANUMAKONDA
",Onion,2017,Rabi       ,212,7710,36.37
Telangana,"HANUMAKONDA
",Onion,2018,Kharif     ,13,170,13.08
Telangana,"HANUMAKONDA
",Onion,2018,Rabi       ,194,5655,29.15
Telangana,"HANUMAKONDA
",Onion,2019,Rabi       ,126,4316,34.25
Telangana,JAGITIAL,Onion,2016,Rabi       ,405,13301,32.84
Telangana,JAGITIAL,Onion,2017,Kharif     ,59,1081,18.32
Telangana,JAGITIAL,Onion,2017,Rabi       ,411,14947,36.37
Telangana,JAGITIAL,Onion,2018,Kharif     ,18,235,13.06
Telangana,JAGITIAL,Onion,2018,Rabi       ,349,10173,29.15
Telangana,JAGITIAL,Onion,2019,Kharif     ,18,402,22.33
Telangana,JAGITIAL,Onion,2019,Rabi       ,130,4453,34.25
Telangana,JANGOAN,Onion,2016,Rabi       ,38,1248,32.84
Telangana,JANGOAN,Onion,2017,Rabi       ,58,2109,36.36
Telangana,JANGOAN,Onion,2018,Rabi       ,26,758,29.15
Telangana,JANGOAN,Onion,2019,Kharif     ,3,67,22.33
Telangana,JANGOAN,Onion,2019,Rabi       ,24,822,34.25
Telangana,JAYASHANKAR,Onion,2016,Rabi       ,14,460,32.86
Telangana,JAYASHANKAR,Onion,2017,Rabi       ,11,400,36.36
Telangana,JAYASHANKAR,Onion,2018,Rabi       ,21,612,29.14
Telangana,JAYASHANKAR,Onion,2019,Rabi       ,11,377,34.27
Telangana,JOGULAMBA,Onion,2016,Kharif     ,4208,62838,14.93
Telangana,JOGULAMBA,Onion,2016,Rabi       ,90,2956,32.84
Telangana,JOGULAMBA,Onion,2017,Kharif     ,3035,56050,18.47
Telangana,JOGULAMBA,Onion,2017,Rabi       ,264,9601,36.37
Telangana,JOGULAMBA,Onion,2018,Kharif     ,3251,42942,13.21
Telangana,JOGULAMBA,Onion,2018,Rabi       ,184,5363,29.15
Telangana,JOGULAMBA,Onion,2019,Kharif     ,1475,30544,20.71
Telangana,JOGULAMBA,Onion,2019,Rabi       ,503,17228,34.25
Telangana,KAMAREDDY,Onion,2016,Kharif     ,4,60,15
Telangana,KAMAREDDY,Onion,2016,Rabi       ,448,6418,14.33
Telangana,KAMAREDDY,Onion,2017,Kharif     ,22,403,18.32
Telangana,KAMAREDDY,Onion,2017,Rabi       ,536,9902,18.47
Telangana,KAMAREDDY,Onion,2018,Rabi       ,496,8666,17.47
Telangana,KAMAREDDY,Onion,2019,Kharif     ,11,245,22.27
Telangana,KAMAREDDY,Onion,2019,Rabi       ,184,3619,19.67
Telangana,KARIMNAGAR,Onion,2013,Rabi       ,669,17777,26.57
Telangana,KARIMNAGAR,Onion,2014,Kharif     ,18,280,15.56
Telangana,KARIMNAGAR,Onion,2014,Rabi       ,551,15051,27.32
Telangana,KARIMNAGAR,Onion,2015,Kharif     ,11,155,14.09
Telangana,KARIMNAGAR,Onion,2015,Rabi       ,513,15464,30.14
Telangana,KARIMNAGAR,Onion,2016,Rabi       ,44,1445,32.84
Telangana,KARIMNAGAR,Onion,2017,Kharif     ,1,18,18
Telangana,KARIMNAGAR,Onion,2017,Rabi       ,15,546,36.4
Telangana,KARIMNAGAR,Onion,2018,Rabi       ,11,321,29.18
Telangana,KARIMNAGAR,Onion,2019,Kharif     ,1,22,22
Telangana,KARIMNAGAR,Onion,2019,Rabi       ,17,582,34.24
Telangana,KHAMMAM,Onion,2013,Kharif     ,1,19,19
Telangana,KHAMMAM,Onion,2014,Kharif     ,1,16,16
Telangana,KHAMMAM,Onion,2014,Rabi       ,3,82,27.33
Telangana,KHAMMAM,Onion,2015,Kharif     ,5,71,14.2
Telangana,KHAMMAM,Onion,2015,Rabi       ,7,211,30.14
Telangana,KHAMMAM,Onion,2016,Rabi       ,4,131,32.75
Telangana,KHAMMAM,Onion,2017,Rabi       ,4,145,36.25
Telangana,KHAMMAM,Onion,2018,Rabi       ,2,58,29
Telangana,KHAMMAM,Onion,2019,Rabi       ,2,69,34.5
Telangana,KOMARAM BHEEM ASIFABAD,Onion,2016,Kharif     ,138,2083,15.09
Telangana,KOMARAM BHEEM ASIFABAD,Onion,2016,Rabi       ,206,6766,32.84
Telangana,KOMARAM BHEEM ASIFABAD,Onion,2017,Kharif     ,59,1081,18.32
Telangana,KOMARAM BHEEM ASIFABAD,Onion,2017,Rabi       ,48,1746,36.38
Telangana,KOMARAM BHEEM ASIFABAD,Onion,2018,Kharif     ,49,641,13.08
Telangana,KOMARAM BHEEM ASIFABAD,Onion,2018,Rabi       ,51,1487,29.16
Telangana,KOMARAM BHEEM ASIFABAD,Onion,2019,Kharif     ,3,67,22.33
Telangana,KOMARAM BHEEM ASIFABAD,Onion,2019,Rabi       ,34,1165,34.26
Telangana,MAHABUBABAD,Onion,2016,Kharif     ,5,75,15
Telangana,MAHABUBABAD,Onion,2016,Rabi       ,101,3317,32.84
Telangana,MAHABUBABAD,Onion,2017,Kharif     ,6,110,18.33
Telangana,MAHABUBABAD,Onion,2017,Rabi       ,139,5055,36.37
Telangana,MAHABUBABAD,Onion,2018,Kharif     ,6,78,13
Telangana,MAHABUBABAD,Onion,2018,Rabi       ,180,5247,29.15
Telangana,MAHABUBABAD,Onion,2019,Kharif     ,9,201,22.33
Telangana,MAHABUBABAD,Onion,2019,Rabi       ,102,3494,34.25
Telangana,MAHBUBNAGAR,Onion,2013,Kharif     ,3289,61850,18.81
Telangana,MAHBUBNAGAR,Onion,2013,Rabi       ,1050,35003,33.34
Telangana,MAHBUBNAGAR,Onion,2014,Kharif     ,5102,80300,15.74
Telangana,MAHBUBNAGAR,Onion,2014,Rabi       ,907,18882,20.82
Telangana,MAHBUBNAGAR,Onion,2015,Kharif     ,4694,67617,14.4
Telangana,MAHBUBNAGAR,Onion,2015,Rabi       ,1280,29939,23.39
Telangana,MAHBUBNAGAR,Onion,2016,Kharif     ,69,1030,14.93
Telangana,MAHBUBNAGAR,Onion,2016,Rabi       ,803,19357,24.11
Telangana,MAHBUBNAGAR,Onion,2017,Kharif     ,95,1740,18.32
Telangana,MAHBUBNAGAR,Onion,2017,Rabi       ,729,21371,29.32
Telangana,MAHBUBNAGAR,Onion,2018,Kharif     ,67,877,13.09
Telangana,MAHBUBNAGAR,Onion,2018,Rabi       ,235,7516,31.98
Telangana,MAHBUBNAGAR,Onion,2019,Kharif     ,52,1160,22.31
Telangana,MAHBUBNAGAR,Onion,2019,Rabi       ,220,9671,43.96
Telangana,MANCHERIAL,Onion,2016,Rabi       ,131,4302,32.84
Telangana,MANCHERIAL,Onion,2017,Rabi       ,130,4728,36.37
Telangana,MANCHERIAL,Onion,2018,Kharif     ,1,13,13
Telangana,MANCHERIAL,Onion,2018,Rabi       ,86,2507,29.15
Telangana,MANCHERIAL,Onion,2019,Kharif     ,2,45,22.5
Telangana,MANCHERIAL,Onion,2019,Rabi       ,35,1199,34.26
Telangana,MEDAK,Onion,2013,Kharif     ,256,4814,18.8
Telangana,MEDAK,Onion,2013,Rabi       ,3722,165729,44.53
Telangana,MEDAK,Onion,2014,Kharif     ,148,2301,15.55
Telangana,MEDAK,Onion,2014,Rabi       ,2543,68536,26.95
Telangana,MEDAK,Onion,2015,Kharif     ,296,4183,14.13
Telangana,MEDAK,Onion,2015,Rabi       ,4134,151825,36.73
Telangana,MEDAK,Onion,2016,Kharif     ,184,2777,15.09
Telangana,MEDAK,Onion,2016,Rabi       ,1115,32968,29.57
Telangana,MEDAK,Onion,2017,Kharif     ,87,1593,18.31
Telangana,MEDAK,Onion,2017,Rabi       ,915,38176,41.72
Telangana,MEDAK,Onion,2018,Kharif     ,304,3977,13.08
Telangana,MEDAK,Onion,2018,Rabi       ,507,12184,24.03
Telangana,MEDAK,Onion,2019,Kharif     ,233,5199,22.31
Telangana,MEDAK,Onion,2019,Rabi       ,342,8893,26
Telangana,MEDCHAL MALKAJGIRI,Onion,2016,Rabi       ,12,394,32.83
Telangana,MEDCHAL MALKAJGIRI,Onion,2017,Rabi       ,8,291,36.38
Telangana,MEDCHAL MALKAJGIRI,Onion,2019,Rabi       ,2,69,34.5
Telangana,MULUGU,Onion,2018,Rabi       ,1,29,29
Telangana,MULUGU,Onion,2019,Rabi       ,64,2192,34.25
Telangana,NAGARKURNOOL,Onion,2016,Kharif     ,6,90,15
Telangana,NAGARKURNOOL,Onion,2016,Rabi       ,74,2430,32.84
Telangana,NAGARKURNOOL,Onion,2017,Kharif     ,14,256,18.29
Telangana,NAGARKURNOOL,Onion,2017,Rabi       ,86,3128,36.37
Telangana,NAGARKURNOOL,Onion,2018,Kharif     ,15,196,13.07
Telangana,NAGARKURNOOL,Onion,2018,Rabi       ,52,1516,29.15
Telangana,NAGARKURNOOL,Onion,2019,Kharif     ,2,45,22.5
Telangana,NAGARKURNOOL,Onion,2019,Rabi       ,23,788,34.26
Telangana,NALGONDA,Onion,2013,Rabi       ,3,100,33.33
Telangana,NALGONDA,Onion,2014,Rabi       ,1,27,27
Telangana,NALGONDA,Onion,2015,Rabi       ,6,181,30.17
Telangana,NALGONDA,Onion,2019,Rabi       ,2,69,34.5
Telangana,NARAYANAPET,Onion,2018,Rabi       ,254,8123,31.98
Telangana,NARAYANAPET,Onion,2019,Kharif     ,11,245,22.27
Telangana,NARAYANAPET,Onion,2019,Rabi       ,89,3048,34.25
Telangana,NIRMAL,Onion,2016,Kharif     ,1,15,15
Telangana,NIRMAL,Onion,2016,Rabi       ,346,11364,32.84
Telangana,NIRMAL,Onion,2017,Kharif     ,14,256,18.29
Telangana,NIRMAL,Onion,2017,Rabi       ,378,13747,36.37
Telangana,NIRMAL,Onion,2018,Kharif     ,86,1125,13.08
Telangana,NIRMAL,Onion,2018,Rabi       ,474,13817,29.15
Telangana,NIRMAL,Onion,2019,Kharif     ,15,335,22.33
Telangana,NIRMAL,Onion,2019,Rabi       ,166,5686,34.25
Telangana,NIZAMABAD,Onion,2013,Kharif     ,25,470,18.8
Telangana,NIZAMABAD,Onion,2013,Rabi       ,2736,77390,28.29
Telangana,NIZAMABAD,Onion,2014,Kharif     ,34,528,15.53
Telangana,NIZAMABAD,Onion,2014,Rabi       ,2244,68628,30.58
Telangana,NIZAMABAD,Onion,2015,Kharif     ,11,155,14.09
Telangana,NIZAMABAD,Onion,2015,Rabi       ,1584,35965,22.71
Telangana,NIZAMABAD,Onion,2016,Kharif     ,56,845,15.09
Telangana,NIZAMABAD,Onion,2016,Rabi       ,1174,29067,24.76
Telangana,NIZAMABAD,Onion,2017,Kharif     ,24,440,18.33
Telangana,NIZAMABAD,Onion,2017,Rabi       ,910,29036,31.91
Telangana,NIZAMABAD,Onion,2018,Kharif     ,27,353,13.07
Telangana,NIZAMABAD,Onion,2018,Rabi       ,843,25273,29.98
Telangana,NIZAMABAD,Onion,2019,Kharif     ,44,982,22.32
Telangana,NIZAMABAD,Onion,2019,Rabi       ,513,17022,33.18
Telangana,PEDDAPALLI,Onion,2016,Kharif     ,20,302,15.1
Telangana,PEDDAPALLI,Onion,2017,Rabi       ,2,73,36.5
Telangana,PEDDAPALLI,Onion,2018,Kharif     ,1,13,13
Telangana,PEDDAPALLI,Onion,2018,Rabi       ,2,58,29
Telangana,PEDDAPALLI,Onion,2019,Rabi       ,3,103,34.33
Telangana,RAJANNA,Onion,2016,Rabi       ,58,1905,32.84
Telangana,RAJANNA,Onion,2017,Rabi       ,72,2618,36.36
Telangana,RAJANNA,Onion,2018,Kharif     ,6,78,13
Telangana,RAJANNA,Onion,2018,Rabi       ,46,1341,29.15
Telangana,RAJANNA,Onion,2019,Kharif     ,1,22,22
Telangana,RAJANNA,Onion,2019,Rabi       ,8,274,34.25
Telangana,RANGAREDDI,Onion,2013,Kharif     ,409,7691,18.8
Telangana,RANGAREDDI,Onion,2013,Rabi       ,2015,43858,21.77
Telangana,RANGAREDDI,Onion,2014,Kharif     ,240,2740,11.42
Telangana,RANGAREDDI,Onion,2014,Rabi       ,1579,42614,26.99
Telangana,RANGAREDDI,Onion,2015,Kharif     ,241,2115,8.78
Telangana,RANGAREDDI,Onion,2015,Rabi       ,2194,59363,27.06
Telangana,RANGAREDDI,Onion,2016,Kharif     ,116,2394,20.64
Telangana,RANGAREDDI,Onion,2016,Rabi       ,433,8114,18.74
Telangana,RANGAREDDI,Onion,2017,Kharif     ,102,1868,18.31
Telangana,RANGAREDDI,Onion,2017,Rabi       ,358,7035,19.65
Telangana,RANGAREDDI,Onion,2018,Kharif     ,109,1426,13.08
Telangana,RANGAREDDI,Onion,2018,Rabi       ,236,4642,19.67
Telangana,RANGAREDDI,Onion,2019,Kharif     ,11,245,22.27
Telangana,RANGAREDDI,Onion,2019,Rabi       ,149,2478,16.63
Telangana,SANGAREDDY,Onion,2016,Kharif     ,547,8256,15.09
Telangana,SANGAREDDY,Onion,2016,Rabi       ,1999,102591,51.32
Telangana,SANGAREDDY,Onion,2017,Kharif     ,137,2224,16.23
Telangana,SANGAREDDY,Onion,2017,Rabi       ,1538,72040,46.84
Telangana,SANGAREDDY,Onion,2018,Kharif     ,160,1231,7.69
Telangana,SANGAREDDY,Onion,2018,Rabi       ,1347,51675,38.36
Telangana,SANGAREDDY,Onion,2019,Kharif     ,40,290,7.25
Telangana,SANGAREDDY,Onion,2019,Rabi       ,694,15200,21.9
Telangana,SIDDIPET,Onion,2016,Kharif     ,27,408,15.11
Telangana,SIDDIPET,Onion,2016,Rabi       ,515,7117,13.82
Telangana,SIDDIPET,Onion,2017,Kharif     ,57,1044,18.32
Telangana,SIDDIPET,Onion,2017,Rabi       ,329,3557,10.81
Telangana,SIDDIPET,Onion,2018,Kharif     ,40,523,13.08
Telangana,SIDDIPET,Onion,2018,Rabi       ,306,3700,12.09
Telangana,SIDDIPET,Onion,2019,Kharif     ,1,22,22
Telangana,SIDDIPET,Onion,2019,Rabi       ,145,2783,19.19
Telangana,SURYAPET,Onion,2019,Kharif     ,9,201,22.33
Telangana,VIKARABAD,Onion,2016,Kharif     ,34,702,20.65
Telangana,VIKARABAD,Onion,2016,Rabi       ,1099,43513,39.59
Telangana,VIKARABAD,Onion,2017,Kharif     ,42,769,18.31
Telangana,VIKARABAD,Onion,2017,Rabi       ,1754,75959,43.31
Telangana,VIKARABAD,Onion,2018,Kharif     ,49,641,13.08
Telangana,VIKARABAD,Onion,2018,Rabi       ,1115,33846,30.36
Telangana,VIKARABAD,Onion,2019,Kharif     ,120,2678,22.32
Telangana,VIKARABAD,Onion,2019,Rabi       ,1047,53156,50.77
Telangana,WANAPARTHY,Onion,2016,Kharif     ,730,10901,14.93
Telangana,WANAPARTHY,Onion,2016,Rabi       ,21,690,32.86
Telangana,WANAPARTHY,Onion,2017,Kharif     ,556,10007,18
Telangana,WANAPARTHY,Onion,2017,Rabi       ,159,5782,36.36
Telangana,WANAPARTHY,Onion,2018,Kharif     ,609,8422,13.83
Telangana,WANAPARTHY,Onion,2018,Rabi       ,29,845,29.14
Telangana,WANAPARTHY,Onion,2019,Kharif     ,317,10048,31.7
Telangana,WANAPARTHY,Onion,2019,Rabi       ,226,7741,34.25
Telangana,WARANGAL,Onion,2013,Kharif     ,4,75,18.75
Telangana,WARANGAL,Onion,2013,Rabi       ,192,6401,33.34
Telangana,WARANGAL,Onion,2014,Rabi       ,173,4725,27.31
Telangana,WARANGAL,Onion,2015,Kharif     ,6,85,14.17
Telangana,WARANGAL,Onion,2015,Rabi       ,301,9074,30.15
Telangana,WARANGAL,Onion,2016,Kharif     ,4,60,15
Telangana,WARANGAL,Onion,2016,Rabi       ,138,4532,32.84
Telangana,WARANGAL,Onion,2017,Rabi       ,256,9310,36.37
Telangana,WARANGAL,Onion,2018,Rabi       ,301,8774,29.15
Telangana,WARANGAL,Onion,2019,Kharif     ,4,89,22.25
Telangana,WARANGAL,Onion,2019,Rabi       ,148,5069,34.25
Telangana,YADADRI,Onion,2016,Rabi       ,2,66,33
Telangana,YADADRI,Onion,2017,Rabi       ,1,36,36
Telangana,YADADRI,Onion,2019,Rabi       ,3,103,34.33
Telangana,ADILABAD,Other  Rabi pulses,2014,Rabi       ,12,4,0.33
Telangana,ADILABAD,Other  Rabi pulses,2015,Rabi       ,5,1,0.2
Telangana,KARIMNAGAR,Other  Rabi pulses,2013,Rabi       ,25,30,1.2
Telangana,KARIMNAGAR,Other  Rabi pulses,2014,Rabi       ,42,84,2
Telangana,NIZAMABAD,Other  Rabi pulses,2013,Rabi       ,442,630,1.43
Telangana,NIZAMABAD,Other  Rabi pulses,2014,Rabi       ,53,53,1
Telangana,NIZAMABAD,Other  Rabi pulses,2015,Rabi       ,49,20,0.41
Telangana,ADILABAD,Other Kharif pulses,2013,Kharif     ,283,74,0.26
Telangana,ADILABAD,Other Kharif pulses,2014,Kharif     ,96,33,0.34
Telangana,ADILABAD,Other Kharif pulses,2015,Kharif     ,29,7,0.24
Telangana,KARIMNAGAR,Other Kharif pulses,2013,Kharif     ,8,2,0.25
Telangana,KARIMNAGAR,Other Kharif pulses,2014,Kharif     ,11,6,0.55
Telangana,KARIMNAGAR,Other Kharif pulses,2015,Kharif     ,17,6,0.35
Telangana,MEDAK,Other Kharif pulses,2013,Kharif     ,55,33,0.6
